id,title,date,author,folio,text
die an den Bäumen wachsen,Austern und Butterbrodte,1810-12-13,Achim von Arnim,[[ba_10_64.md]],"Austern und Butterbrodte, die an den Bäumen wachsen.

Wer gern frische Austern mit Zitronensaft, und zwar umsonst, einschlürfen möchte, der wird von dem muthigen Begründer brandenburgischer Kolonieen an der afrikanischen Küste, dem Herrn v. Gröben (Orientalische Reisebeschreibung. Marienwerder 1694. S. 30) gereizt, bei jetziger theurer Austernzeit, dort hin zu schiffen, wo die unzähligen Austern im Flusse Serra Liona sich oft an die Aeste der Zitronenbäume anlegen, die von den Wipfeln herunter ins Wasser niederhängen, weswegen es leicht seyn muß, ein Dutzend Austern mit der zugehörigen Zitrone von einem Zweige zu schneiden. Eine feurige Rebe möchte sich dazu recht schicklich um den Baumstamm schlingen, auf daß mit der Zeit auch ein Gläschen Wein nicht fehlen könnte; verständige Leute können dann im Schatten behaglich ihre Ruhe finden, während die Affen immer frische Austernzweige aus dem Wasser holen und die Gläser mit Wein füllen. — Das nenne ich ein schönes Bild der Resignation. Wer geringere Anforderungen an das Leben und an die Geselligkeit macht, und gewohnt ist, Abends auf ein Butterbrodt eingeladen zu werden, dem wird es wohl anstehn, nach Amerika zu gehn, um sich dort zwischen einem Brodtbaume und einem Butterbaume anzubauen. — Das nenne ich ein gutes häusliches Leben, — wobei kein Mensch vor seinem Tode nöthig hat, zu denen Erdfressern (wer kennt sie nicht aus Humboldt’s Nachricht) überzugehen.

L. A. v. A."
11_02-1,Bülletin der öffentlichen Blätter. (03.01.1811),1811-01-03,Redaktion,[[ba_11_02.md]],"Bülletin der öffentlichen Blätter.

Halberstadt, den 22 Dec.

Jeden Tag fast wird man auf die gefährlichen Wirkungen des Kohlendampfs, aber vergebens, aufmerksam gemacht. Unsere Stadt liefert ein neues Beispiel von der Sorglosigkeit des Volks in dieser Hinsicht. Die Frau eines Arbeiters wurde vor einigen Tagen todt gefunden. Die Unglückliche lag in ihrem Zimmer auf dem Rücken, und hielt ihr Kind noch in den Armen. Es ist wahrscheinlich, daß, als die er sten Symptomen des Erstickens sich äußerten, sie noch einen Versuch zur Rettung gemacht habe, wozu ihr aber die Kräfte bereits versagten. (Westph. Mon.)"
10_34_3,Korrespondenz-Nachricht,1810-11-08,Heinrich von Kleist,[[ba_10_34.md]],"Korrespondenz-Nachricht.

Herr Unzelmann, der, seit einiger Zeit, in Königsberg Gast-Rollen giebt, soll zwar, welches das Entscheidende ist, dem Publico daselbst sehr gefallen: mit den Kritikern aber (wie man auch aus der Königsberger Zeitung ersieht) und mit der Direction viel zu schaffen haben. Man erzählt, daß ihm die Direction verboten, zu improvisiren. Hr. Unzelmann der jede Widerspenstigkeit haßt, fügte sich in diesem Befehl: als aber ein Pferd, das man, bei der Darstellung eines Stücks, auf die Bühne gebracht hatte, in Mitten der Bretter, zur großen Bestürzung des Publikums, Mist fallen ließ: wandte er sich plötzlich, indem er die Rede unterbrach, zu dem Pferde und sprach: „Hat dir die Direction nicht verboten, zu improvisiren?“ — Worüber selbst die Direction, wie man versichert, gelacht haben soll."
10_77_5,Miscellen. (31.12.1810),1810-12-31,Heinrich von Kleist,[[ba_10_77.md]],"Miscellen.

Fallstaff bemerkt, in der Schenke von Eastscheap, daß er nicht bloß selbst witzig, sondern auch Schuld sei, daß andere Leute (auf seine Kosten) witzig wären. Mancher Gimpel, den ich hier nicht nennen mag, stellt diesen Satz auf den Kopf. Denn er ist nicht bloß selbst albern, sondern auch Schuld daran, daß andere Leute, seinem Gesicht und seinen Reden gegenüber, albern werden. tz."
10_07_2,Ueber die wissenschaftlichen Deputationen.,1810-10-08,Adam Müller,[[ba_10_07.md]],"Ueber die wissenschaftlichen Deputationen.

Eine charakteristische Eigenheit der neuen Preußischen Staatsorganisation sind die mancherley Canäle welche man den Wissenschaften eröfnet hat, um auf die Administration einzuwirken, um, wie durch eine Art von Infusion alle Zweige der Verwaltung zu durchdringen. Die Urheber der neuen Institutionen haben richtig erkannt daß unter den letzten Weltbewegungen das Licht der Wissenschaften zu mächtig geworden ist, um es von der Regierung der Völker auszuschließen.

Um den Staat durch die Wissenschaften zu veredlen, seine Wirksamkeit zu versichern, seinen Lauf zu beschleunigen giebt es zwei Mittel, ein direktes, durch Deputationen, d. h. durch gelehrte Korporationen welche den einzelnen Verwaltungszweigen zu Rath, Hülfe und Bericht angehängt sind. Das Reich der Wissenschaften sendet Deputirten, um in allen einzelnen Fällen die gerade benöthigte Portion Wissenschaft der administrativen Behörde zuzumessen.

Der indirekte Weg wäre, den Geist der lebendigen Wissenschaft den Staatsbeamten von vorn herein durch eine verbesserte politische Erziehung so mitzutheilen, daß das Reich der Wissenschaften den Staat durchdränge und daß es weiter keiner Deputirten von aussenher bedürfte.

Es scheint eine bessere Manier, durch weise naturgemäße Pflege, den Baum die angemeßne Nahrung durch seine Wurzel sanft und allmählig aus der Erde saugen lassen, als durch künstliche, chemische Bereitung ihm in jedem bedürftigen Augenblick seine Nahrungssäfte durch äußere Infusion zuzuführen.

Man würde diese einfachen Bemerkungen sehr mißverstehn, wenn man sie ohne Vorsicht auf die bey uns bereits eingerichteten wissenschaftlichen Deputationen beziehen wollte, welche aus Gelehrten gebildet sind, auf deren Besitz die Nation mit Recht stolz ist. Es bedarf ihrer vielleicht einstweilen, weil eine verbesserte politische Erziehung doch erst der folgenden Generation zu Gute kommen könnte. Indeß kann ihr höchster Zweck nur der sein, im Laufe der Zeit sich selbst unnöthig zu machen.

Immer ist die Frage von der Capitulation oder der Vereinigung der Wissenschaften und des praktischen Lebens eine der wichtigsten die jetzt zur Beantwortung vorliegen. Der größte Staatsmann empfindet den hemmenden Einfluß der Systeme und Prinzipien, welche die letzte Zeit ausgegohren, und die nun in einer verführerischen Reife dastehn und trotzen, ohne daß sie gerade durch Gewalt oder bloße Klugheit zu beseitigen wären.

Je mehr es der besondre Ruhm unserer Zeit ist, daß die Wissenschaften mächtig geworden sind, um so mehr ist es, erstes unter allen Problemen des Staatsmanns sie zu bändigen, das heißt, da er sie braucht und sie sich nicht mehr unterdrücken lassen, sie zu regieren."
10_57_1,Das Grab der Väter.,1810-12-05,Friedrich Baron de la Motte Fouqué,[[ba_10_57.md]],"Das Grab der Väter.

Einem jungen Bauersmann in Norwegen soll einmal folgende Geschichte begegnet sein. Er liebte ein schönes Mädchen, die einzige Tochter eines reichen Nachbarn, und ward von ihr geliebt, aber die Armuth des Werbers machte alle Hofnung auf nähere Verbindung zu nichte. Denn der Brautvater wollte seine Tochter nur einem solchen geben, der schuldenfreien Hof und Heerde aufzuweisen habe, und weil der arme junge Mensch weit davon entfernt war, half es ihm zu nichts, daß er von einem der uralten Heldenväter des Landes abstammte, ob zwar Niemand einen Zweifel an dieser rühmlichen Geschlechtstafel hegte. Seiner Ahnen Erster und Größter sollte auch in einem Hügel begraben sein, den alle Landleute unfern der Küste zu zeigen wußten. Auf diesen Hügel pflegte sich denn der betrübte Jüngling oftmals in seinem Leide zu sezzen, und dem begrabnen Altvordern vorzuklagen, wie schlecht es ihm gehe, ohne daß der Bewohner des Hügels auf diesen kleinen Jammer Rücksicht zu nehmen schien. Meist hatten auch die zwei Liebenden ihre verstohlnen Zusammenkünfte dort, und so geschah es, daß einstmals der Vater des Mädchens den einzig gangbaren steilen Pfad zum Hügel von ohngefähr herauf gegangen kam, indeß die beiden oben saßen. Eine tödtliche Angst befiel die Jungfrau, ihr Liebhaber faßte sie in seine starken Arme, und versuchte, von der andern Seite das Gestein herabzuklimmen. Da standen sie aber plötzlich, auf glattem Rasen am schroffen Hange, fest, sie hörten schon die Tritte des Vaters über sich, der sie auf diese Weise unfehlbar erblicken mußte, schon fühlten sich beide von Angst und Schwindel versucht, die jähe Tiefe und den Standkreis hinab zu stürzen, — da gewahrten sie nahe bei sich einer kleinen Oefnung, und schlüpften hinein, und schlüpften immer tiefer in die Dunkelheit, immer noch voll Angst vor dem Bemerktwerden, bis endlich das Mädchen erschrocken aufschrie: „mein Gott, wir sind ja in einem Grabe!“ — Da sahe auch der junge Normann erst um sich, und bemerkte, daß sie in einer länglichen Kammer von gemauerten Steinen standen, wo sich inmitten etwas erhub, wie ein großer Sarg. Jemehr aber die Finsterniß vor den sich gewöhnenden Augen abnahm, je deutlicher konnte man auch sehn, daß die Masse in der Mitte kein Sarg war, sondern ein uralter Nachen, wie man sie mit Seehelden an den nordischen Küsten vor Zeiten einzugraben pflegte. Auf dem Nachen saß, dicht am Steuer, in aufrechter Stellung, eine hohe Gestalt, die sie erst für ein geschnitztes Bild ansahen. Als aber der junge Mensch, dreist geworden, hinaufstieg, nahm er wahr, daß es eine Rüstung von riesenmäßiger Größe sei. Der Helm war geschlossen, in den rechten Panzerhandschuh war ein gewaltiges bloßes Schwerdt mit dem goldnen Griffe hineingeklemmt. Die Braut rief wohl ihrem Liebhaber ängstlich zu, herab zu kommen, aber in einer seltsam wachsenden Zuversicht riß er das Schwerdt aus der beerzten Hand. Da rasselten die mürben Knochen, auf denen die Waffen sich noch erhielten, zusammen, der Harnisch schlug auf den Boden des Nachens lang hin, der entsetzte Jüngling den Bord hinunter zu den Füßen seiner Braut. Beide flüchteten, uneingedenk jeder anderen Gefahr, aus der Höle, den Hügel mit Anstrengung aller Kräfte wieder hinauf, und oben wurden sie erst gewahr, daß ein ungeheurer Regenguß wüthete, welcher den Vater von da vertrieben hatte, und zugleich mit solcher Gewalt, Steine und Sand nach der schaurigen Oeffnung hinabzuwälzen begann, daß solche vor ihren Augen verschüttet ward, und man auch nachher nie wieder hat da hinein finden können. Der junge Mensch aber hatte das Schwerdt seines Ahnen mit heraus gebracht. Er ließ mit der Zeit den goldnen Griff einschmelzen, und ward so reich davon, daß ihm der Brautvater seine Geliebte ohne Bedenken antrauen ließ. Mit der ungeheuren Klinge aber wußten sie nichts bessers anzufangen, als daß sie Wirthschafts- und andere Geräthschaften, so viel sich thun ließ, daraus schmieden ließen.

M. F."
10_30_5,Miscellen. (3.11.1810),1810-11-03,Heinrich von Kleist,[[ba_10_30.md]],"Miscellen.

Mehreren Individuen in Tyrol sind Wohnorte in andern Theilen Baierns angewiesen. (Alt. Merk.)

In Paris ist die Gräfinn Montesquiou zur Hofmeisterinn der kaiserlichen Kinder (Gouvernante des enfans de France) ernannt worden.

Im Russischen Reiche wird nächstens eine außerordentliche Rekrutenaushebung statt finden. (L. d. B.)

In Wien hat man die traurige Nachricht erhalten, daß die Türken, die in so schönem Flor gestandene Russische Handelsstadt Odessa, am schwarzen Meer, bombardirt, und sehr beschädigt haben. Viele Waaren sind dabei zu Grunde gegangen.

Nach einem unverbürgten Gerücht soll auf einen Waffenstillstand zwischen der Pforte und Rußland angetragen sein, und die Russischen Truppen, welche nach der Donau beordert waren, Gegenbefehl erhalten haben. (L. d. B.)

Briefen aus Petersburg zufolge herrscht in dem dasigen Reichssenat und bei dem geheimen Conseil eine außerordentliche Thätigtigkeit. Ueber den Zweck der Sitzungen, die gehalten werden, herrscht das tiefste Geheimniß. Man sagt, es seien Unterhandlungen mit dem Divan eingetreten. (Rhein. Cor. d. 25. Oct.)

Laut Particularberichten aus Paris soll das Armee-Corps des Gen. Reynier, an den Portugiesischen Gränzen, von einer großen Uebermacht und mit ansehnlichem Verlust zurückgedrängt worden sein. Der Herzog von Abrantes soll dieses Corps zu spät oder gar nicht unterstützt haben, worauf er in Ungnade gefallen und zur Verantwortung gezogen sein soll. (Schweiz. N. d. 19. Oct.)

Der Moniteur vom 24. Oct. enthält zwei Briefe vom Div. Gen. Drouet und vom General-Intendanten der Portug. Armee, Lambert, über die glücklichen Fortschritte der französischen Truppen in Portugal."
10_26_2,Aëronautik (Beschluß),1810-10-30,Heinrich von Kleist,[[ba_10_26.md]],"Aëronautik.

(Beschluß.)

Zudem bemerken wir, daß wenn 7) der Luftschifffahrer, aller dieser Hülfsmittel ungeachtet, Tage und Wochen lang auf den Wind, der ihm passend ist, warten müßte, derselbe sich mit dem Seefahrer zu trösten hätte, der auch Wochen, oft Monate lang, auf günstige Winde im Hafen harren muß: wenn er ihn aber gefunden hat, binnen wenigen Stunden damit weiter kommt, als wenn er sich, von Anfang herein, während der ganzen verlornen Zeit, zur Axe oder zu Pferde fortbewegt hätte.

Endlich selbst zugegeben 8) — was wir bei der Möglichkeit, auch selbst in der wolkigsten Nacht, den Polarstern, wenigstens auf Augenblicke, aufzufinden, keinesweges thun — dem Luftschiffer fehle es schlechthin an Mittel, sich in der Nacht im Luftraum zu orientiren: so halten wir den von dem unbekannten Hrn. R. berechneten Irrthum von 6 Meilen, auf einen Radius von 30 Meilen, für einen sehr mäßigen und erträglichen. Der Aeronaut würde immer noch, wenn x die Zeit ist, die er gebraucht haben würde, um den Radius zur Axe zurückzulegen, in x/5 den Radius und die Sehne zurücklegen können. Wenn er dies, gleichviel aus welchen Gründen, ohne seinen Ballon, nicht wollte, so würde er sich wieder mit dem Seefahrer trösten müssen, der auch oft, widriger Winde wegen, statt in den Hafen einzulaufen, auf der Rhede vor Anker gehen, oder gar in einen andern ganz entlegenen Hafen einlaufen muß, nach dem er gar nicht bei seiner Abreise gewollt hat.

Was Hr. Garnerin betrift, so werden wir im Stande sein, in Kurzem bestimmtere Facta, als die im 13ten Abendblatt enthalten waren, zur Erwiderung auf die gemachten Einwurfe, beizubringen.

rm."
10_19_4,Brief eines Mahlers an seinen Sohn,1810-10-22,Heinrich von Kleist,[[ba_10_19.md]],"Brief eines Mahlers an seinen Sohn.

Mein lieber Sohn, Du schreibst mir, daß du eine Madonna mahlst, und daß dein Gefühl dir, für die Vollendung dieses Werks, so unrein und körperlich dünkt, daß du jedesmal, bevor du zum Pinsel greifst, das Abendmahl nehmen mögtest, um es zu heiligen. Laß dir von deinem alten Vater sagen, daß dies eine falsche, dir von der Schule, aus der du herstammst, anklebende Begeisterung ist, und daß es, nach Anleitung unserer würdigen alten Meister, mit einer gemeinen, aber übrigens rechtschaffenen Lust an dem Spiel, deine Einbildungen auf die Leinewand zu bringen, völlig abgemacht ist. Die Welt ist eine wunderliche Einrichtung; und die göttlichsten Wirkungen, mein lieber Sohn, gehen aus den niedrigsten und unscheinbarsten Ursachen hervor. Der Mensch, um dir ein Beispiel zu geben, das in die Augen springt, gewiß, er ist ein erhabenes Geschöpf; und gleichwohl, in dem Augenblick, da man ihn macht, ist es nicht nöthig, daß man dies, mit vieler Heiligkeit, bedenke. Ja, derjenige, der das Abendmahl darauf nähme, und mit dem bloßen Vorsatz ans Werk gienge, seinen Begriff davon in der Sinnenwelt zu construiren, würde ohnfehlbar ein ärmliches und gebrechliches Wesen hervorbringen; dagegen derjenige, der, in einer heitern Sommernacht, ein Mädchen, ohne weiteren Gedanken, küßt, zweifelsohne einen Jungen zur Welt bringt, der nachher, auf rüstige Weise, zwischen Erde und Himmel herumklettert, und den Philosophen zu schaffen giebt. Und hiermit Gott befohlen.

y."
10_58_2,Über eine wesentliche Verbesserung der Klaviatur der Tasteninstrumente.‹,1810-12-06,Karl Christian Friedrich Krause,[[ba_10_58.md]],"Ueber eine wesentliche Verbesserung der Klaviatur der Tasteninstrumente.

Die verbesserte Klaviatur, berichtet Hr. Dr. Krause, enthält die sogenannten Semitonia nicht als Obertasten; sondern alle Tasten bilden eine ununterbrochene Fläche und sind vollkommen gleich breit; dennoch ist die Breite einer jeden noch um etwas größer, als ein Finger, und es läßt sich daher diese Klaviatur, da sie nicht weitgriffiger ist, eben so bequem, als die alte, spielen. Musiker und Instrumentenmacher, denen ich meinen Einfall mittheilte, zweifelten an dessen Ausführbarkeit; nachdem mir aber der hiesige geschickte Instrumentenmacher, Herr Rosenkranz, eine solche Klaviatur zu einem schon vorräthigen Instrumente gebaut hat, lehrt mich seit einigen Tagen der eigne Gebrauch, was diese Einrichtung leistet. Ich will ihre Vortheile kurz anzeigen, um Alle, welche Zeit sparen, und ein runderes Spiel auch durch die Klaviatur befördert wissen wollen, zur Nachahmung einzuladen.

Bei dieser einfachen Klaviatur ist

1) Der Anschlag aller Töne gleich stark.

2) Es spielt sich in allen Tonarten gleich leicht, und zwar wenigstens eben so leicht, als auf der gewöhnlichen Klaviatur aus c dur.

3) Der Unterschied der Entfernung ganzer und halber Töne wird schon durch die verschiedene Lage der Finger dem Gedächtnisse eingeprägt und eingeübt.

4) Alle weichen Tonarten spielen sich eben so leicht, als die harten.

5) Das Transponiren einer Tonart in die andere, selbst prima vista, hat nicht die geringste Schwierigkeit, und fordert keine besondere Uebung.

6) Alle sogenannte Manieren oder Verzierungen der Melodie werden in allen Tonarten gleich leicht und rund hervorgebracht.

7) Sehr vieles wird, und in zwar jeder Tonart, spielbar, was zuvor wegen der Applikatur und der hindernden Obertasten gar nicht möglich, oder doch äußerst schwer zu executiren war.

8) Die Applikatur wird unendlich einfacher und sicherer.

Wie zeitkostend und wie lästig ist dem Genie die mechanische Uebung! Wer wird eine bloß mechanische Fertigkeit mit der ganzen Zeit lieber, als mit dem zehnten Theile erwerben wollen? — Man kennt wohl keinen Virtuosen, der aus allen Tonarten Alles gleich leicht und rund spielen und in allen Tonarten gleich gut Noten lesen könnte. Diese lernt aber ein jeder von selbst, der sich dieser einfachen Klaviatur bedient.

Alles, was Zeit spart und dem Genie einen weitern Wirkungskreis eröffnet, verdient Aufmerksamkeit, es sey an sich selbst so geringfügig, als es wolle. Das aufkeimende Genie des Virtuosen wird mit dieser einfachen Klaviatur Jahre sparen, und die Komponisten werden alle Tonarten gleich behandeln und einer gleichguten Execution ihrer Werke auf dem Tasteninstrumente sicher seyn können, in welcher Tonart sie auch gesetzt sein mögen. — In wenig Monaten wird ein geübter Spieler auf dieser Klaviatur völlig eingewöhnen, und dadurch errungen haben, was ihm Jahre nicht gewährt hatten: — gleichfertiges Spiel in allen Tonarten.

Noch bemerke ich, daß durch diese Vereinfachung der Klaviatur ihre Vervollkommnung noch nicht beendigt ist. So werde ich mir, zum Beispiel, auf meinem Instrumente eine Vorrichtung anbringen lassen, wodurch ich mit demselben Finger, ohne die geringste Dehnung und Anstrengung, von jedem Tone seine Oktave, entweder allein oder mit ihm zugleich, anschlagen kann. Dadurch wird man spielen lernen, als wenn man mehr als zwei Hände hätte; man wird mit der einen Hand unisono in drei Oktaven spielen, Dezimen wie Terzien greifen, und auch weiter langen können, als auf der Harfe.

Auch steht die Verbesserung der Klaviatur mit noch viel wichtigern Dingen in Beziehung. Sollte unsere Melodie und Harmonie mit Zwischentönen bereichert werden, woran ich nicht zweifle; so würden sie sich bei dieser Klaviatur auf eine höchst einfache Art anbringen lassen. Sodann stimmt auch die Einrichtung derselben mit der nothwendigen Verbesserung unsrer musikalischen Zeichensprache, besonders der Noten-Tabulatur zusammen, worüber ich bald etwas mitzutheilen hoffe."
10_52_3,Miscellen (29.11.1810),1810-11-29,Redaktion,[[ba_10_52.md]],"Miscellen.

Aus Kassel.

Die Aufführung der Oper Cendrillon lockte viel Neugierige herbei. Das Stück war in Paris 42 Mal hintereinander gegeben worden: und so glaubte man in Kassel an eine ähnliche Wirkung. Aber das deutsche Publikum scheint zu einer solchen Beständigkeit nicht geschickt: weder die Musik ist von ausgezeichnetem Gehalt, noch auch wird das Auge durch Dekorationen bestochen. Fast sollte man glauben, daß die Oper Cendrillon ihr ganzes Glück der Demoiselle Alexandrine St. Aubin verdankt, welche als Cendrillon alle Stimmen für sich gewann, und dem mittelmäßigen Stück einen rauschenden Beifall erwarb.

(Journ. d. L. u. d. Mod.)"
11_10-5,Randglosse,1811-01-12,Redaktion,[[ba_11_10.md]],"Randglosse.

Bei den Aegyptiern war man verbunden, alle Jahre dem Gouverneur der Provinz seine Profession und die Mittel anzuzeigen, durch welche man subsistire. Es stand Todesstrafe darauf, wenn Jemand nicht Rechenschaft von seiner Aufführung geben, noch beweisen konnte, daß er auf rechtlichem Wege lebe. Die Strafe war übertrieben, allein der Zweck dieses Gesetzes war gewiß vortrefflich. Es legte die Nothwendigkeit auf, nützlich zu seyn, und machte den Bürger für seine Handlungen dem Vaterlande verantwortlich. Zu Athen führte Solon ein ähnliches Gesetz ein. — Auch in Leipzig hat man neuerdings, bei Einführung einer neuen Polizeiordnung, auf diese uralten, aber in jedem Betracht so zweckmäßigen Polizeigesetze, Rücksicht genommen, und allen Hausbesitzern aufgegeben, genaue Verzeichnisse aller ihrer Miethleute, mit Beisetzung ihres Standes und ihrer Er werbszweige, einzureichen. In einem solchen Verzeichnisse hat sich denn ein gewissenhafter Bürger genöthigt gesehen, dem Namen eines seiner Abmiether die Anmerkung beizufügen: „Er säet nicht, er erntet nicht; aber unser himmlischer Vater ernähret ihn doch.“"
10_12_5,Miscellen. (13.10.1810),1810-10-13,Redaktion,[[ba_10_12.md]],"Miscellen.

Der Commendant der Französischen Truppen in Eisenach soll den dasigen Einwohnern versprochen haben, daß künftig alle Pulverwägen vorher untersucht werden, oder um die Stadt herumfahren sollen. Diese Versicherung soll den Einwohnern zur großen Beruhigung gereichen.

Eine hiesige Künstlerin, die sehr geschätzt wird, soll, wie man sagt, eben darum das Theater verlassen. Das Nähere hierüber in einem zukünftigen Blatt.

Der Gr. von St. Leu wird, heißt es, nach Vollendung seiner Cur in Töplitz, wieder nach Frankreich zurückkehren. —"
10_13_4,Miscellen,1810-10-15,Redaktion,[[ba_10_13.md]],"Miscellen.

Es heißt, der Erzherzog Karl werde im Oesterreichischen wieder die Würde eines Generalissimus übernehmen.

Hr. Degen hat neuerdings im Prater einen Versuch gemacht, und ist, nachdem er sich höher, als der Stephansthurm, emporgeschwungen, über ganz Wien hinweggeflogen.

Se. Hoheit der Kronprinz von Schweden ist in Hamburg angekommen, und es liegt eine Galleere bei Helsingborg, um ihn sogleich bei der Ueberfahrt zu begrüßen."
10_48_2,Recensenten Elemente Staatskunst Müller,1810-11-24,Friedrich Gottlob Wetzel,[[ba_10_48.md]],"An die Recensenten der Elemente der Staatskunst von Adam Müller.

Recensionen verfert’ge ich euch, wie der Weber die Strümpfe, Schwarz heut oder auch weiß, wie nur der Meister verlangt. Um das Maas nicht bin ich bekümmert, um Läng’ und um Breite, Denn solch Strickwerk, es zieht doch sich nach jeglichem Fuß. Freilich wer Strümpfe bedarf, sucht sich die passenden selber; Aber die Recension zieh’ ich gewaltsam euch an. Und drum web’ ich auch alles fein leicht und windig wie Spinnen, Denn wie selten es paßt, merkte sonst endlich das Volk. Nimmer möcht ich, bei Gott, mich mit dem Ganzen befassen, Jag’ ich dem Einzelnen nach, giebt sich das Ganze von selbst. Ueber ein Buch erscheine mein Urtheil streng doch gerecht auch! Sätze zerr’ ich heraus, führe den klärsten Beweis. Was der Verfasser will, und wie sein Wollen erreicht ist, Geht mich nichts an, ich weiß: was mit ihm selbst ich gewollt. Fühl’ ich, beim Lesen des Buchs, „so hätt’ ichs selber geschrieben,“ Dann ist’s trefflich, es wird Lob ihm und Ehre genug. Was mir am meisten verhaßt, ich will es ehrlich bekennen, Unverständliches, Freund, ist mir ein schrecklicher Gräul. W."
10_38_1,Übersicht der Kunstausstellung. (Forts.),1810-11-13,Achim von Arnim,[[ba_10_38.md]],"Uebersicht der Kunstausstellung.

(Fortsetzung.)

Wir schließen mit Ludwig am besten die Reihe der Oehlporträts und historischen Bilder und wenden uns zu den Pastell- und Miniaturbildern. Die Aehnlichkeit mehrerer Pastellbilder von Ternite wurde allgemein anerkannt, das Bild seiner Mutter erhielt vorzügliches Lob der Wahrheit und Ausführung; diese Wahrheit bei vorzüglicher Behandlung der Farbe machte auch auf mehrere Bildnisse der M. Robert aufmerksam. Unter den vielen artigen Miniatüren war das Bildniß der Königinn von Dähling eins der anziehendsten. Heusingers kleine Familienbilder in Sepia befriedigten alle Anforderungen, die an so kleinen Raum gemacht werden konnten. Das Natürliche in der Zusammenstellung der artigsten Mädchengestalten machte seine Arbeiten zu willkommenen Ruhepunkten für jedes Auge, das an dem Wechsel der verschiedensten Bestrebungen ermüdete. Unter den Landschaftern müssen wir wohl Friedrich zuerst aufführen, weil seine Kraft, ausgezeichnete Momente der Himmelsconstellation, die selbst arme Gegenden für einzelne Stunden sehr anziehend machen können, aufzufassen und seine Ungeschicklichkeit in der Behandlung der Farben, zu den widersprechendsten Urtheilen hinriß; die Wirkung seiner Winterlandschaft war meist entschieden, seine viel ausgezeichnetere Landschaft in Sepia wurde meist übersehen. Von Rheinhardt in Rom waren eine große und zwei kleine Gegenden ausgestellt; Farbelosigkeit und Willkührlichkeit der Farben wurde allen dreyen vorgeworfen; überhaupt erhielten sie weniger Beifall als die Erfindung und Vollendung mancher einzelnen Theile gefordert hätte. Ein seltenes Talent, die Manier zweier so entgegengesetzter Meister wie Claude und Ruisdael in eigenthümlichen Erfindungen darzustellen, bewährte Wolter; unserem Gefühle war der Wasserfall besonders zusprechend, undein Oelporträt von ihm bewährte die seltene Verbindung des mannichfaltigsten Talents in diesem ausgezeichneten jungen Künstler. Die beiden großen Phantasiebilder von Weitsch, zwei entfernte Gegenden darstellend, machten die größte Wirkung auf die Jugend, die gern ihre Sehnsucht nach der Ferne befriedigt, ohne gerade mit Ernst zu fordern: ob es wirklich dort ganz so aussehe, wie es ihr vorgestellt wird. Es sind Bilder nach Beschreibung und Umrissen, die Gegenstände aber fast einzig und über alles Maaß, und wie wir schon in der Natur bei großen Bergen so leicht das Augenmaaß der Entfernung bis zu ihnen verlieren, so ist es schwer, von einem Maler zu verlangen, daß er uns die Weite der Ebene bis zum Chimbarasso kenntlich machen soll. Die Landschaften von Lüttke erinnern sehr treu an Gegenden, die unsrer Geschichte wichtig geworden sind. — Den Landschaften schließen sich ein Paar treffliche architektonische Zeichnungen von Schinkel an. Der Plan seines Denkmals auf die verewigte Königinn vereinigt den Kirchendienst, der den Ort nach einer ehrwürdigen Volksgesinnung heiligen muß, wo die Herrscher begraben liegen, mit der Gesinnung, daß diese Kirche ausschließlich zu ihrem Andenken erbaut sey; allgemein war das Bedauern, daß derselbe nicht ausgeführt worden. Eine Zeichnung von ihm auf Stein, eine alte Kirche halb von Bäumen versteckt, hat gleichviel Verdienstliches in Erfindung und Ausführung. Der Münster in Freiburg von Moller ist zierlich und treu.

(Beschluß folgt.)"
10_24_2,Bescheidene Anfrage,1810-10-27,Adam Müller,[[ba_10_24.md]],"Bescheidene Anfrage.

Zur universitas literaria gehört nicht bloß eine Totalität der wissenschaftlichen Disciplinen; sondern es müßten auch die dermaligen Hauptrichtungen der Wissenschaft repräsentirt, die grade herrschenden Grundformen der Philosophie müßten neben einander und in Streit gebracht werden. — Es ist ja bei solchen Instituten eben sowohl um die beständige Verallgemeinerung, als um die bestimmte und abgeschlossene Allgemeinheit zu thun. Daher könnte man bei Betrachtung des ersten Lectionscatalogs der Berliner Universität fragen, ob die Naturphilosophie übergangen wäre, mit Absicht, oder nur in Ermanglung tüchtiger Repräsentanten? Das Letztere läßt sich nicht voraussetzen, da, soviel wir wissen, Steffens und Schubert noch leben, die der Berliner Universität wahrscheinlich manches Opfer gebracht haben würden, und an Lehrertalent, literarischem Ruhm und wissenschaftlicher Begeisterung keinem weichen. Es muß also eine Absicht angenommen werden, die sich indeß mit der anderweiten Liberalität dieser Stiftung nicht vereinigen läßt. Sollte es nicht für die Belebung eines solchen Instituts grade in Berlin, wo das wissenschaftliche Interesse der Jugend, so leicht durch andre, nicht grade verbotene, Reize übertäubt werden kann, wichtig sein eine Concurrenz streitender Ansichten zu veranlassen, und z. B. das große polemische Talent des Herrn Fichte in Bewegung zu setzen, wobei die Wissenschaften an Freiheit, die Universität an Charakter nur gewinnen könnten? —

rQ."
